id,point,type,granularity,granularitytimezone,activity,classification,capacity,volume,percentage,emission,emissionfactor,validfrom,validto,lastupdate,carbon_intensity_gco2_per_kwh,temperature_c_delft,temperature_source
67738088829,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13190032,3297508,0.218193,209058,0.0633988,2025-01-01 00:00:00+00:00,2025-01-01 00:15:00+00:00,2026-03-18 07:21:42+00:00,63.39880000000001,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738088830,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12747372,3186843,0.212574,209380,0.0657014,2025-01-01 00:15:00+00:00,2025-01-01 00:30:00+00:00,2026-03-18 07:21:42+00:00,65.70139999999999,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738179201,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12456980,3114245,0.207732,208513,0.0669546,2025-01-01 00:30:00+00:00,2025-01-01 00:45:00+00:00,2026-03-18 07:21:42+00:00,66.9546,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738447092,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11922252,2980563,0.198814,209032,0.0701317,2025-01-01 00:45:00+00:00,2025-01-01 01:00:00+00:00,2026-03-18 07:21:42+00:00,70.13170000000001,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738447093,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11996512,2999128,0.200053,218448,0.0728372,2025-01-01 01:00:00+00:00,2025-01-01 01:15:00+00:00,2026-03-18 07:21:42+00:00,72.83720000000001,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738447094,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11991304,2997826,0.199966,213320,0.0711582,2025-01-01 01:15:00+00:00,2025-01-01 01:30:00+00:00,2026-03-18 07:21:42+00:00,71.15820000000001,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738538168,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11881372,2970343,0.198132,208389,0.0701565,2025-01-01 01:30:00+00:00,2025-01-01 01:45:00+00:00,2026-03-18 07:21:42+00:00,70.1565,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738804328,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11924392,2981098,0.19885,207715,0.0696773,2025-01-01 01:45:00+00:00,2025-01-01 02:00:00+00:00,2026-03-18 07:21:42+00:00,69.6773,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738804329,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11990908,2997727,0.199959,205432,0.0685293,2025-01-01 02:00:00+00:00,2025-01-01 02:15:00+00:00,2026-03-18 07:21:42+00:00,68.5293,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738804330,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11983636,2995909,0.199837,205904,0.0687284,2025-01-01 02:15:00+00:00,2025-01-01 02:30:00+00:00,2026-03-18 07:21:42+00:00,68.7284,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67738896091,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11887720,2971930,0.198238,204890,0.0689417,2025-01-01 02:30:00+00:00,2025-01-01 02:45:00+00:00,2026-03-18 07:21:42+00:00,68.9417,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67739163487,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11771404,2942851,0.196298,205955,0.0699849,2025-01-01 02:45:00+00:00,2025-01-01 03:00:00+00:00,2026-03-18 07:21:42+00:00,69.9849,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67739163488,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11729200,2932300,0.195594,211164,0.0720131,2025-01-01 03:00:00+00:00,2025-01-01 03:15:00+00:00,2026-03-18 07:21:42+00:00,72.0131,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67739163489,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11781336,2945334,0.196463,211599,0.0718421,2025-01-01 03:15:00+00:00,2025-01-01 03:30:00+00:00,2026-03-18 07:21:42+00:00,71.8421,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67739255937,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11676468,2919117,0.194714,211835,0.0725682,2025-01-01 03:30:00+00:00,2025-01-01 03:45:00+00:00,2026-03-18 07:21:42+00:00,72.5682,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67739524511,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11642892,2910723,0.194154,209298,0.0719058,2025-01-01 03:45:00+00:00,2025-01-01 04:00:00+00:00,2026-03-18 07:21:42+00:00,71.9058,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67739524512,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11411176,2852794,0.19029,215112,0.075404,2025-01-01 04:00:00+00:00,2025-01-01 04:15:00+00:00,2026-03-18 07:21:42+00:00,75.404,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67739524513,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11297520,2824380,0.188395,215968,0.0764656,2025-01-01 04:15:00+00:00,2025-01-01 04:30:00+00:00,2026-03-18 07:21:42+00:00,76.4656,9.475,Open-Meteo historical hourly archive interpolated to 15 minutes
67739617648,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11344236,2836059,0.189174,216528,0.0763482,2025-01-01 04:30:00+00:00,2025-01-01 04:45:00+00:00,2026-03-18 07:21:42+00:00,76.3482,9.35,Open-Meteo historical hourly archive interpolated to 15 minutes
67739887400,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11342424,2835606,0.189143,215998,0.0761735,2025-01-01 04:45:00+00:00,2025-01-01 05:00:00+00:00,2026-03-18 07:21:42+00:00,76.1735,9.225,Open-Meteo historical hourly archive interpolated to 15 minutes
67739887401,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11587428,2896857,0.193229,228335,0.0788216,2025-01-01 05:00:00+00:00,2025-01-01 05:15:00+00:00,2026-03-18 07:21:42+00:00,78.8216,9.1,Open-Meteo historical hourly archive interpolated to 15 minutes
67739887402,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11646652,2911663,0.194216,228505,0.0784792,2025-01-01 05:15:00+00:00,2025-01-01 05:30:00+00:00,2026-03-18 07:21:42+00:00,78.4792,9.049999999999999,Open-Meteo historical hourly archive interpolated to 15 minutes
67739981222,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11733032,2933258,0.195656,230260,0.0784997,2025-01-01 05:30:00+00:00,2025-01-01 05:45:00+00:00,2026-03-18 07:21:42+00:00,78.4997,9.0,Open-Meteo historical hourly archive interpolated to 15 minutes
67740196548,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11580596,2895149,0.193114,226966,0.0783953,2025-01-01 05:45:00+00:00,2025-01-01 06:00:00+00:00,2026-03-18 07:21:42+00:00,78.3953,8.95,Open-Meteo historical hourly archive interpolated to 15 minutes
67740196549,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11517264,2879316,0.192058,230270,0.0799739,2025-01-01 06:00:00+00:00,2025-01-01 06:15:00+00:00,2026-03-18 07:21:42+00:00,79.9739,8.9,Open-Meteo historical hourly archive interpolated to 15 minutes
67740382120,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12092508,3023127,0.201651,231598,0.0766088,2025-01-01 06:15:00+00:00,2025-01-01 06:30:00+00:00,2026-03-18 07:21:42+00:00,76.6088,8.9,Open-Meteo historical hourly archive interpolated to 15 minutes
67741967157,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12345828,3086457,0.205875,230750,0.0747621,2025-01-01 06:30:00+00:00,2025-01-01 06:45:00+00:00,2026-03-18 07:21:42+00:00,74.7621,8.9,Open-Meteo historical hourly archive interpolated to 15 minutes
67741967158,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12376896,3094224,0.206393,232278,0.0750683,2025-01-01 06:45:00+00:00,2025-01-01 07:00:00+00:00,2026-03-18 07:21:42+00:00,75.06830000000001,8.9,Open-Meteo historical hourly archive interpolated to 15 minutes
67741967159,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11440504,2860126,0.190778,234592,0.0820216,2025-01-01 07:00:00+00:00,2025-01-01 07:15:00+00:00,2026-03-18 07:21:42+00:00,82.0216,8.9,Open-Meteo historical hourly archive interpolated to 15 minutes
67742023485,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11443760,2860940,0.190832,235121,0.0821831,2025-01-01 07:15:00+00:00,2025-01-01 07:30:00+00:00,2026-03-18 07:21:42+00:00,82.1831,8.875,Open-Meteo historical hourly archive interpolated to 15 minutes
67742118683,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11524612,2881153,0.19218,235747,0.0818238,2025-01-01 07:30:00+00:00,2025-01-01 07:45:00+00:00,2026-03-18 07:21:42+00:00,81.8238,8.85,Open-Meteo historical hourly archive interpolated to 15 minutes
67742391925,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11487104,2871776,0.191554,238254,0.082964,2025-01-01 07:45:00+00:00,2025-01-01 08:00:00+00:00,2026-03-18 07:21:42+00:00,82.964,8.825000000000001,Open-Meteo historical hourly archive interpolated to 15 minutes
67742391926,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11385368,2846342,0.189858,249398,0.0876205,2025-01-01 08:00:00+00:00,2025-01-01 08:15:00+00:00,2026-03-18 07:21:42+00:00,87.6205,8.8,Open-Meteo historical hourly archive interpolated to 15 minutes
67742391927,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11360932,2840233,0.18945,251271,0.0884684,2025-01-01 08:15:00+00:00,2025-01-01 08:30:00+00:00,2026-03-18 07:21:42+00:00,88.4684,8.875,Open-Meteo historical hourly archive interpolated to 15 minutes
67742487808,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11338076,2834519,0.189069,251758,0.0888186,2025-01-01 08:30:00+00:00,2025-01-01 08:45:00+00:00,2026-03-18 07:21:42+00:00,88.8186,8.95,Open-Meteo historical hourly archive interpolated to 15 minutes
67742705597,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11376268,2844067,0.189705,252047,0.088622,2025-01-01 08:45:00+00:00,2025-01-01 09:00:00+00:00,2026-03-18 07:21:42+00:00,88.622,9.025,Open-Meteo historical hourly archive interpolated to 15 minutes
67742705598,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11361620,2840405,0.189461,259381,0.0913183,2025-01-01 09:00:00+00:00,2025-01-01 09:15:00+00:00,2026-03-18 07:21:42+00:00,91.31830000000001,9.1,Open-Meteo historical hourly archive interpolated to 15 minutes
67742762623,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11458524,2864631,0.191077,259125,0.0904567,2025-01-01 09:15:00+00:00,2025-01-01 09:30:00+00:00,2026-03-18 07:21:42+00:00,90.4567,9.25,Open-Meteo historical hourly archive interpolated to 15 minutes
67742859189,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11472536,2868134,0.19131,257485,0.0897744,2025-01-01 09:30:00+00:00,2025-01-01 09:45:00+00:00,2026-03-18 07:21:42+00:00,89.7744,9.399999999999999,Open-Meteo historical hourly archive interpolated to 15 minutes
67743134737,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11544748,2886187,0.192514,257429,0.0891935,2025-01-01 09:45:00+00:00,2025-01-01 10:00:00+00:00,2026-03-18 07:21:42+00:00,89.1935,9.549999999999999,Open-Meteo historical hourly archive interpolated to 15 minutes
67743134738,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11219928,2804982,0.187098,257469,0.0917899,2025-01-01 10:00:00+00:00,2025-01-01 10:15:00+00:00,2026-03-18 07:21:42+00:00,91.78989999999999,9.7,Open-Meteo historical hourly archive interpolated to 15 minutes
67743134739,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11172020,2793005,0.186299,258222,0.0924531,2025-01-01 10:15:00+00:00,2025-01-01 10:30:00+00:00,2026-03-18 07:21:42+00:00,92.45309999999999,9.825,Open-Meteo historical hourly archive interpolated to 15 minutes
67743231990,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11118684,2779671,0.185409,258779,0.093097,2025-01-01 10:30:00+00:00,2025-01-01 10:45:00+00:00,2026-03-18 07:21:42+00:00,93.097,9.95,Open-Meteo historical hourly archive interpolated to 15 minutes
67743508694,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11091996,2772999,0.184964,260028,0.0937714,2025-01-01 10:45:00+00:00,2025-01-01 11:00:00+00:00,2026-03-18 07:21:42+00:00,93.7714,10.075,Open-Meteo historical hourly archive interpolated to 15 minutes
67743508695,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11279152,2819788,0.188085,272372,0.0965931,2025-01-01 11:00:00+00:00,2025-01-01 11:15:00+00:00,2026-03-18 07:21:42+00:00,96.5931,10.2,Open-Meteo historical hourly archive interpolated to 15 minutes
67743508696,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11269696,2817424,0.187927,270455,0.0959937,2025-01-01 11:15:00+00:00,2025-01-01 11:30:00+00:00,2026-03-18 07:21:42+00:00,95.9937,10.174999999999999,Open-Meteo historical hourly archive interpolated to 15 minutes
67743606640,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11242304,2810576,0.18747,266260,0.094735,2025-01-01 11:30:00+00:00,2025-01-01 11:45:00+00:00,2026-03-18 07:21:42+00:00,94.735,10.149999999999999,Open-Meteo historical hourly archive interpolated to 15 minutes
67743884506,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,10714608,2678652,0.17867,269588,0.100643,2025-01-01 11:45:00+00:00,2025-01-01 12:00:00+00:00,2026-03-18 07:21:42+00:00,100.643,10.125,Open-Meteo historical hourly archive interpolated to 15 minutes
67743884507,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,10541056,2635264,0.175776,271350,0.102969,2025-01-01 12:00:00+00:00,2025-01-01 12:15:00+00:00,2026-03-18 07:21:42+00:00,102.96900000000001,10.1,Open-Meteo historical hourly archive interpolated to 15 minutes
67743884508,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,10559928,2639982,0.176091,264924,0.100351,2025-01-01 12:15:00+00:00,2025-01-01 12:30:00+00:00,2026-03-18 07:21:42+00:00,100.351,10.15,Open-Meteo historical hourly archive interpolated to 15 minutes
67743983137,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11641524,2910381,0.194127,264822,0.0909922,2025-01-01 12:30:00+00:00,2025-01-01 12:45:00+00:00,2026-03-18 07:21:42+00:00,90.9922,10.2,Open-Meteo historical hourly archive interpolated to 15 minutes
67744262157,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11649640,2912410,0.194262,265610,0.0911994,2025-01-01 12:45:00+00:00,2025-01-01 13:00:00+00:00,2026-03-18 07:21:42+00:00,91.1994,10.25,Open-Meteo historical hourly archive interpolated to 15 minutes
67744262158,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11499880,2874970,0.191764,262845,0.0914253,2025-01-01 13:00:00+00:00,2025-01-01 13:15:00+00:00,2026-03-18 07:21:42+00:00,91.42530000000001,10.3,Open-Meteo historical hourly archive interpolated to 15 minutes
67744262159,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11471572,2867893,0.191292,266129,0.092796,2025-01-01 13:15:00+00:00,2025-01-01 13:30:00+00:00,2026-03-18 07:21:42+00:00,92.796,10.225,Open-Meteo historical hourly archive interpolated to 15 minutes
67744361471,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11538392,2884598,0.192406,263258,0.0912633,2025-01-01 13:30:00+00:00,2025-01-01 13:45:00+00:00,2026-03-18 07:21:42+00:00,91.2633,10.15,Open-Meteo historical hourly archive interpolated to 15 minutes
67744642636,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11511388,2877847,0.191956,262037,0.0910531,2025-01-01 13:45:00+00:00,2025-01-01 14:00:00+00:00,2026-03-18 07:21:42+00:00,91.0531,10.075,Open-Meteo historical hourly archive interpolated to 15 minutes
67744642637,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12646372,3161593,0.210882,279965,0.0885519,2025-01-01 14:00:00+00:00,2025-01-01 14:15:00+00:00,2026-03-18 07:21:42+00:00,88.5519,10.0,Open-Meteo historical hourly archive interpolated to 15 minutes
67744642638,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12036920,3009230,0.200719,268283,0.0891534,2025-01-01 14:15:00+00:00,2025-01-01 14:30:00+00:00,2026-03-18 07:21:42+00:00,89.15339999999999,9.9,Open-Meteo historical hourly archive interpolated to 15 minutes
67744742643,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,11982276,2995569,0.199808,261511,0.0872993,2025-01-01 14:30:00+00:00,2025-01-01 14:45:00+00:00,2026-03-18 07:21:42+00:00,87.2993,9.799999999999999,Open-Meteo historical hourly archive interpolated to 15 minutes
67745028025,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13216252,3304063,0.220385,271466,0.0821613,2025-01-01 14:45:00+00:00,2025-01-01 15:00:00+00:00,2026-03-18 07:21:42+00:00,82.16130000000001,9.7,Open-Meteo historical hourly archive interpolated to 15 minutes
67745028026,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13786576,3446644,0.229895,263166,0.0763543,2025-01-01 15:00:00+00:00,2025-01-01 15:15:00+00:00,2026-03-18 07:21:42+00:00,76.3543,9.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67745028027,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,14050952,3512738,0.234303,267080,0.0760319,2025-01-01 15:15:00+00:00,2025-01-01 15:30:00+00:00,2026-03-18 07:21:42+00:00,76.0319,9.475,Open-Meteo historical hourly archive interpolated to 15 minutes
67745128719,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,14320728,3580182,0.238801,267061,0.0745943,2025-01-01 15:30:00+00:00,2025-01-01 15:45:00+00:00,2026-03-18 07:21:42+00:00,74.5943,9.35,Open-Meteo historical hourly archive interpolated to 15 minutes
67745416568,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,14361180,3590295,0.239476,268499,0.0747847,2025-01-01 15:45:00+00:00,2025-01-01 16:00:00+00:00,2026-03-18 07:21:42+00:00,74.7847,9.225,Open-Meteo historical hourly archive interpolated to 15 minutes
67745416569,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,14437448,3609362,0.240747,278895,0.0772699,2025-01-01 16:00:00+00:00,2025-01-01 16:15:00+00:00,2026-03-18 07:21:42+00:00,77.2699,9.1,Open-Meteo historical hourly archive interpolated to 15 minutes
67745416570,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,14868444,3717111,0.247934,308554,0.0830091,2025-01-01 16:15:00+00:00,2025-01-01 16:30:00+00:00,2026-03-18 07:21:42+00:00,83.0091,8.425,Open-Meteo historical hourly archive interpolated to 15 minutes
67745517949,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,14640920,3660230,0.24414,291034,0.0795125,2025-01-01 16:30:00+00:00,2025-01-01 16:45:00+00:00,2026-03-18 07:21:42+00:00,79.5125,7.75,Open-Meteo historical hourly archive interpolated to 15 minutes
67745806836,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,14653048,3663262,0.244342,313008,0.0854452,2025-01-01 16:45:00+00:00,2025-01-01 17:00:00+00:00,2026-03-18 07:21:42+00:00,85.4452,7.075,Open-Meteo historical hourly archive interpolated to 15 minutes
67745806837,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,14251824,3562956,0.237651,318027,0.0892593,2025-01-01 17:00:00+00:00,2025-01-01 17:15:00+00:00,2026-03-18 07:21:42+00:00,89.2593,6.4,Open-Meteo historical hourly archive interpolated to 15 minutes
67745806838,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13993100,3498275,0.233337,338654,0.096806,2025-01-01 17:15:00+00:00,2025-01-01 17:30:00+00:00,2026-03-18 07:21:42+00:00,96.806,6.0,Open-Meteo historical hourly archive interpolated to 15 minutes
67745908904,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13637596,3409399,0.227409,335814,0.0984965,2025-01-01 17:30:00+00:00,2025-01-01 17:45:00+00:00,2026-03-18 07:21:42+00:00,98.4965,5.6000000000000005,Open-Meteo historical hourly archive interpolated to 15 minutes
67746198829,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13477300,3369325,0.224736,328991,0.097643,2025-01-01 17:45:00+00:00,2025-01-01 18:00:00+00:00,2026-03-18 07:21:42+00:00,97.643,5.2,Open-Meteo historical hourly archive interpolated to 15 minutes
67746198830,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13594056,3398514,0.226682,342019,0.100638,2025-01-01 18:00:00+00:00,2025-01-01 18:15:00+00:00,2026-03-18 07:21:42+00:00,100.638,4.8,Open-Meteo historical hourly archive interpolated to 15 minutes
67746198831,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13418468,3354617,0.223754,334116,0.0995989,2025-01-01 18:15:00+00:00,2025-01-01 18:30:00+00:00,2026-03-18 07:21:42+00:00,99.5989,4.75,Open-Meteo historical hourly archive interpolated to 15 minutes
67746301584,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13417936,3354484,0.223745,334603,0.099748,2025-01-01 18:30:00+00:00,2025-01-01 18:45:00+00:00,2026-03-18 07:21:42+00:00,99.748,4.699999999999999,Open-Meteo historical hourly archive interpolated to 15 minutes
67746592547,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13225232,3306308,0.220532,316165,0.0956248,2025-01-01 18:45:00+00:00,2025-01-01 19:00:00+00:00,2026-03-18 07:21:42+00:00,95.6248,4.6499999999999995,Open-Meteo historical hourly archive interpolated to 15 minutes
67746592548,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12928260,3232065,0.21558,281724,0.0871653,2025-01-01 19:00:00+00:00,2025-01-01 19:15:00+00:00,2026-03-18 07:21:42+00:00,87.1653,4.6,Open-Meteo historical hourly archive interpolated to 15 minutes
67746592549,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13033436,3258359,0.217333,284158,0.0872089,2025-01-01 19:15:00+00:00,2025-01-01 19:30:00+00:00,2026-03-18 07:21:42+00:00,87.2089,4.7,Open-Meteo historical hourly archive interpolated to 15 minutes
67746695989,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12984064,3246016,0.21651,281817,0.0868194,2025-01-01 19:30:00+00:00,2025-01-01 19:45:00+00:00,2026-03-18 07:21:42+00:00,86.8194,4.8,Open-Meteo historical hourly archive interpolated to 15 minutes
67746987990,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13080216,3270054,0.218113,279757,0.0855512,2025-01-01 19:45:00+00:00,2025-01-01 20:00:00+00:00,2026-03-18 07:21:42+00:00,85.5512,4.9,Open-Meteo historical hourly archive interpolated to 15 minutes
67746987991,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12913612,3228403,0.215335,258229,0.0799866,2025-01-01 20:00:00+00:00,2025-01-01 20:15:00+00:00,2026-03-18 07:21:42+00:00,79.98660000000001,5.0,Open-Meteo historical hourly archive interpolated to 15 minutes
67746987992,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13055136,3263784,0.217695,256311,0.0785319,2025-01-01 20:15:00+00:00,2025-01-01 20:30:00+00:00,2026-03-18 07:21:42+00:00,78.53190000000001,5.2250000000000005,Open-Meteo historical hourly archive interpolated to 15 minutes
67747092119,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13004124,3251031,0.216844,256520,0.0789042,2025-01-01 20:30:00+00:00,2025-01-01 20:45:00+00:00,2026-03-18 07:21:42+00:00,78.90419999999999,5.45,Open-Meteo historical hourly archive interpolated to 15 minutes
67747333267,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13089328,3272332,0.218264,261568,0.0799332,2025-01-01 20:45:00+00:00,2025-01-01 21:00:00+00:00,2026-03-18 07:21:42+00:00,79.9332,5.675000000000001,Open-Meteo historical hourly archive interpolated to 15 minutes
67747333268,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13209268,3302317,0.220264,254909,0.077191,2025-01-01 21:00:00+00:00,2025-01-01 21:15:00+00:00,2026-03-18 07:21:42+00:00,77.191,5.9,Open-Meteo historical hourly archive interpolated to 15 minutes
67747394523,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13272420,3318105,0.221317,255660,0.07705,2025-01-01 21:15:00+00:00,2025-01-01 21:30:00+00:00,2026-03-18 07:21:42+00:00,77.05,6.025,Open-Meteo historical hourly archive interpolated to 15 minutes
67747499339,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13154004,3288501,0.219342,255617,0.0777306,2025-01-01 21:30:00+00:00,2025-01-01 21:45:00+00:00,2026-03-18 07:21:42+00:00,77.7306,6.15,Open-Meteo historical hourly archive interpolated to 15 minutes
67747793416,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13152948,3288237,0.219325,259039,0.0787775,2025-01-01 21:45:00+00:00,2025-01-01 22:00:00+00:00,2026-03-18 07:21:42+00:00,78.7775,6.275,Open-Meteo historical hourly archive interpolated to 15 minutes
67747793417,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13108620,3277155,0.218585,247505,0.0755244,2025-01-01 22:00:00+00:00,2025-01-01 22:15:00+00:00,2026-03-18 07:21:42+00:00,75.5244,6.4,Open-Meteo historical hourly archive interpolated to 15 minutes
67747793418,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13222824,3305706,0.22049,251196,0.0759886,2025-01-01 22:15:00+00:00,2025-01-01 22:30:00+00:00,2026-03-18 07:21:42+00:00,75.9886,6.375,Open-Meteo historical hourly archive interpolated to 15 minutes
67747898919,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13175684,3293921,0.219703,248489,0.0754387,2025-01-01 22:30:00+00:00,2025-01-01 22:45:00+00:00,2026-03-18 07:21:42+00:00,75.4387,6.3500000000000005,Open-Meteo historical hourly archive interpolated to 15 minutes
67748194034,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,13171480,3292870,0.219633,253898,0.0771054,2025-01-01 22:45:00+00:00,2025-01-01 23:00:00+00:00,2026-03-18 07:21:42+00:00,77.1054,6.325,Open-Meteo historical hourly archive interpolated to 15 minutes
67748194035,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12837716,3209429,0.214067,270090,0.0841552,2025-01-01 23:00:00+00:00,2025-01-01 23:15:00+00:00,2026-03-18 07:21:42+00:00,84.1552,6.3,Open-Meteo historical hourly archive interpolated to 15 minutes
67748194036,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12796412,3199103,0.213379,290693,0.090867,2025-01-01 23:15:00+00:00,2025-01-01 23:30:00+00:00,2026-03-18 07:21:42+00:00,90.867,6.3,Open-Meteo historical hourly archive interpolated to 15 minutes
67748300224,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12748580,3187145,0.212581,315582,0.0990171,2025-01-01 23:30:00+00:00,2025-01-01 23:45:00+00:00,2026-03-18 07:21:42+00:00,99.0171,6.3,Open-Meteo historical hourly archive interpolated to 15 minutes
67748587652,Nederland,ElectricityMix,15 minutes,UTC,Providing,Current,12780128,3195032,0.213107,329294,0.103064,2025-01-01 23:45:00+00:00,2025-01-02 00:00:00+00:00,2026-03-18 07:21:42+00:00,103.06400000000001,6.3,Open-Meteo historical hourly archive interpolated to 15 minutes
